Region,Crop_Type,Temperature,Rainfall,Pesticide_Use,Yield,Soil_Moisture,Humidity,Solar_Radiation,Wind_Speed,Previous_Crop,Fertilizer_Residuals,Pest_Infestation_Severity,Disease_Presence,Pesticide_Effectiveness,Monsoon_Delay,Flood_Occurrence,Temperature_Extremes,Year
Madhya Pradesh,Wheat,21.93,1225.88,246.65,3636.43,17.58,89.95,7.46,4.2,Soybean,181.2,0.0,0,71.02,5.76,1,0,2023
Maharashtra,Soybean,30.59,399.62,392.1,6054.9,13.88,47.21,3.98,9.84,Rice,185.98,8.59,1,75.27,16.37,0,0,2023
West Bengal,Sugarcane,28.74,508.55,134.17,3739.46,27.02,46.83,6.07,0.39,Maize,147.96,2.86,0,74.99,21.47,0,0,2023
Odisha,Wheat,36.45,330.04,357.27,6045.99,32.08,39.58,3.44,13.43,Soybean,127.51,5.73,1,69.77,13.06,1,0,2023
Tamil Nadu,Sugarcane,21.7,1127.58,283.47,4982.05,32.21,39.84,4.96,10.46,Sugarcane,112.89,0.95,0,77.23,18.68,1,0,2023
Uttar Pradesh,Maize,29.41,893.02,195.13,2664.99,9.93,47.11,6.57,17.97,Sugarcane,135.86,0.95,1,78.93,0.2,0,0,2023
Rajasthan,Rice,22.73,491.87,269.45,3992.08,30.29,77.57,6.3,3.29,Wheat,164.96,0.0,0,89.77,0.8,1,1,2023
Madhya Pradesh,Maize,26.18,1546.16,199.49,6069.99,26.3,84.35,6.12,16.08,Wheat,98.0,0.95,0,90.6,13.1,1,0,2023
Haryana,Wheat,34.34,997.96,306.91,5453.56,12.2,88.51,4.41,15.84,Sugarcane,106.22,8.59,0,66.34,8.54,0,0,2023
Rajasthan,Soybean,29.17,629.62,248.06,1972.39,6.8,43.94,4.89,2.54,Sugarcane,117.89,6.68,1,83.71,19.54,0,1,2023
Tamil Nadu,Sugarcane,27.19,960.77,150.32,4761.33,12.64,82.88,3.51,7.97,Wheat,162.31,9.55,1,95.85,6.63,0,1,2023
Maharashtra,Rice,27.56,1189.91,132.97,3109.08,31.38,49.7,6.6,3.4,Soybean,213.2,6.68,0,64.35,9.49,0,0,2023
Maharashtra,Sugarcane,28.84,417.59,288.99,1558.48,23.27,36.77,5.52,5.09,Rice,264.04,6.68,0,78.92,11.59,1,0,2023
Chhattisgarh,Wheat,35.28,671.62,418.03,3374.24,25.82,82.2,6.54,5.26,Wheat,121.78,0.0,0,90.01,6.0,0,0,2023
Rajasthan,Sugarcane,37.4,1352.92,215.45,2601.56,12.33,68.17,4.24,11.12,Soybean,95.93,0.0,1,84.46,19.95,1,1,2023
Maharashtra,Rice,38.65,908.37,356.57,5276.51,25.77,39.88,4.62,8.23,Soybean,144.71,8.59,0,64.02,10.2,1,0,2023
Madhya Pradesh,Wheat,35.32,1019.62,329.61,3071.31,5.67,55.79,4.67,18.95,Soybean,273.6,2.86,1,75.86,9.31,1,1,2023
Rajasthan,Sugarcane,26.0,874.0,428.6,5316.15,15.76,47.24,3.13,2.53,Maize,52.47,4.77,0,80.29,18.66,1,1,2023
Bihar,Soybean,33.36,376.19,388.49,1529.24,23.08,74.21,4.71,19.47,Maize,219.47,6.68,1,99.83,6.85,0,1,2023
Madhya Pradesh,Wheat,28.41,532.16,296.22,2936.16,9.1,57.2,7.02,4.61,Soybean,169.29,0.95,1,67.14,17.95,1,1,2023
Haryana,Wheat,24.8,890.29,329.02,2630.92,28.79,89.36,7.49,15.46,Sugarcane,90.26,1.91,1,99.3,2.69,0,1,2023
Maharashtra,Soybean,36.38,587.76,416.57,2596.12,11.68,33.28,5.59,6.78,Maize,130.26,4.77,0,75.05,4.01,1,0,2023
Chhattisgarh,Maize,20.52,383.97,235.61,1838.76,23.82,51.3,5.28,2.86,Wheat,106.24,8.59,1,68.01,20.88,0,0,2023
Gujarat,Rice,37.59,1399.87,209.23,2383.44,16.63,58.91,3.15,17.16,Maize,269.46,2.86,0,76.56,18.5,1,1,2023
Andhra Pradesh,Maize,28.89,1575.93,94.61,4070.64,22.18,60.19,7.4,6.18,Sugarcane,170.47,0.95,1,84.56,8.52,1,1,2023
Uttar Pradesh,Sugarcane,32.36,1335.22,390.51,2860.79,7.97,48.96,3.07,13.18,Rice,190.77,5.73,0,68.54,14.02,0,1,2023
Chhattisgarh,Soybean,32.8,1412.85,381.23,3437.96,5.34,73.75,7.72,11.33,Maize,198.42,2.86,1,71.66,20.71,0,1,2023
West Bengal,Maize,37.46,629.73,128.57,3252.36,31.3,82.48,5.45,9.44,Soybean,209.9,6.68,1,94.18,4.65,0,0,2023
Tamil Nadu,Wheat,32.35,1549.6,299.93,5537.71,12.69,86.32,4.71,9.92,Soybean,173.89,6.68,0,99.96,1.3,0,1,2023
Uttar Pradesh,Sugarcane,31.9,572.07,258.99,5672.32,28.69,78.31,7.62,14.64,Soybean,54.47,5.73,0,72.73,11.8,1,1,2023
Madhya Pradesh,Sugarcane,21.08,1537.83,133.75,3784.0,33.92,81.03,3.12,1.76,Rice,133.68,8.59,1,65.95,3.13,1,0,2023
Andhra Pradesh,Maize,30.01,1593.37,446.38,3038.45,11.0,63.03,5.91,13.36,Sugarcane,95.97,7.64,1,91.73,4.11,1,0,2023
Andhra Pradesh,Maize,22.73,1231.01,168.56,2015.59,12.56,79.55,5.74,17.92,Wheat,220.04,2.86,0,84.02,19.58,1,0,2023
Gujarat,Soybean,34.34,1575.86,115.07,5892.61,24.13,48.21,4.1,1.16,Sugarcane,64.18,5.73,1,64.02,0.16,1,0,2023
Chhattisgarh,Rice,29.89,1049.01,306.46,1802.31,32.93,53.91,5.14,2.81,Rice,190.95,8.59,1,97.87,17.94,0,1,2023
Haryana,Maize,33.21,652.21,358.7,2889.59,31.49,49.01,6.26,14.33,Soybean,102.66,8.59,0,63.12,11.35,0,1,2023
Bihar,Maize,20.59,879.36,102.45,2891.49,19.47,58.04,6.64,8.75,Sugarcane,287.21,0.0,0,85.01,12.28,1,1,2023
Chhattisgarh,Wheat,21.44,1079.76,329.63,2993.78,27.98,47.13,3.0,8.07,Wheat,133.89,2.86,0,76.96,14.75,0,1,2023
Karnataka,Sugarcane,33.92,413.54,283.77,2278.85,8.8,87.7,7.68,2.74,Soybean,131.31,0.95,1,82.26,9.47,1,1,2023
Karnataka,Rice,21.19,1116.6,128.14,5112.99,33.28,48.77,3.82,10.14,Wheat,280.85,7.64,1,68.53,2.54,1,1,2023
Madhya Pradesh,Wheat,21.17,1575.91,153.27,2087.48,32.9,35.88,4.17,2.53,Maize,154.34,3.82,1,87.52,2.26,0,1,2023
Andhra Pradesh,Soybean,20.0,563.34,296.71,4434.06,9.61,61.61,4.32,9.53,Wheat,290.72,1.91,0,98.39,16.57,1,1,2023
Gujarat,Soybean,38.67,1334.52,198.19,2093.65,13.56,33.43,3.19,15.27,Soybean,56.04,2.86,1,78.34,4.85,0,1,2023
West Bengal,Maize,34.34,1482.11,431.05,1849.52,7.76,36.63,3.62,5.17,Maize,126.59,4.77,0,80.92,0.62,1,0,2023
Odisha,Maize,26.75,1527.94,387.68,5691.23,12.75,43.16,7.93,9.62,Soybean,216.55,8.59,0,69.59,21.51,0,1,2023
West Bengal,Soybean,25.63,1548.97,447.46,2397.2,28.58,57.86,4.58,19.84,Soybean,272.71,0.0,1,95.67,21.53,1,0,2023
Uttar Pradesh,Maize,26.68,987.47,184.88,5287.42,15.85,56.0,3.58,13.73,Maize,114.1,5.73,0,98.85,8.3,1,0,2023
Rajasthan,Rice,35.07,1570.95,442.44,4020.64,7.42,77.98,3.53,16.83,Wheat,282.62,6.68,1,91.45,0.56,0,0,2023
Odisha,Maize,32.84,1289.36,247.11,1883.04,14.8,74.37,6.6,8.3,Rice,198.53,5.73,0,81.71,15.97,1,0,2023
Chhattisgarh,Sugarcane,23.42,526.94,216.74,5901.98,33.39,55.58,7.27,15.36,Rice,250.25,5.73,0,98.27,18.25,1,1,2023
Tamil Nadu,Maize,23.21,930.43,108.95,2657.46,23.16,50.02,4.28,0.81,Rice,149.3,7.64,0,66.15,2.75,0,0,2023
Gujarat,Wheat,21.71,1239.46,109.83,5463.25,16.95,48.99,3.1,2.46,Rice,103.05,2.86,1,79.14,2.97,0,0,2023
Rajasthan,Rice,32.81,636.6,341.71,2299.57,9.69,76.44,4.12,4.06,Sugarcane,277.81,5.73,0,81.5,18.06,0,1,2023
Maharashtra,Wheat,34.87,1139.99,256.79,5437.13,33.53,33.12,3.28,8.04,Rice,283.28,7.64,1,79.68,20.24,1,0,2023
West Bengal,Wheat,25.0,1173.25,172.85,1587.08,28.72,30.77,3.52,16.91,Maize,174.39,3.82,0,92.1,17.36,0,1,2023
Madhya Pradesh,Sugarcane,20.18,528.26,313.4,3870.2,13.04,77.73,5.16,6.93,Rice,51.62,0.95,0,86.82,4.41,0,1,2023
Gujarat,Rice,21.39,1043.31,182.41,5050.16,6.89,58.63,4.15,13.09,Soybean,77.45,3.82,0,65.07,9.04,0,1,2023
Andhra Pradesh,Rice,38.89,1307.68,300.22,5807.4,6.49,37.85,5.58,14.19,Rice,193.26,2.86,1,73.86,13.19,1,1,2023
Chhattisgarh,Rice,25.6,958.59,220.98,5690.19,8.35,44.13,4.27,11.72,Wheat,55.94,6.68,1,73.56,3.52,0,0,2023
Telangana,Rice,34.97,335.49,389.42,5279.97,21.74,85.95,7.7,7.14,Maize,149.23,3.82,1,82.63,4.62,1,1,2023
Punjab,Rice,32.11,331.57,388.38,5593.97,31.86,81.57,7.53,11.54,Maize,125.84,7.64,1,71.66,6.21,1,0,2023
Punjab,Sugarcane,27.31,777.0,263.84,2438.83,19.3,72.59,5.83,6.85,Sugarcane,228.59,7.64,1,64.69,11.19,0,0,2023
West Bengal,Maize,23.83,1505.53,217.94,2827.92,29.37,58.93,4.77,1.68,Soybean,63.89,1.91,0,86.15,11.22,1,1,2023
Gujarat,Wheat,22.16,612.71,222.2,2849.83,17.82,61.22,4.91,19.86,Maize,172.18,8.59,0,94.04,17.88,1,0,2023
Rajasthan,Rice,31.92,1131.99,382.95,3253.22,25.46,88.51,5.06,2.54,Wheat,194.78,4.77,1,97.26,16.54,1,1,2023
Haryana,Maize,35.07,604.26,209.73,3327.71,26.14,87.95,6.64,1.45,Rice,204.32,4.77,1,98.9,20.07,1,0,2023
Odisha,Maize,32.49,731.74,166.52,4020.29,9.91,42.92,5.26,17.57,Maize,151.29,2.86,1,91.24,18.29,1,0,2023
Bihar,Wheat,30.25,1405.49,121.4,2258.67,15.35,78.67,7.28,6.04,Wheat,126.09,9.55,1,65.59,5.58,0,0,2023
Rajasthan,Sugarcane,20.59,1252.94,259.97,4692.07,23.39,41.83,7.72,13.01,Rice,220.62,8.59,0,94.12,7.28,0,0,2023
Gujarat,Soybean,38.91,442.11,265.57,2293.87,6.9,42.81,4.68,6.58,Sugarcane,261.89,1.91,1,76.0,10.99,0,1,2023
Haryana,Soybean,35.55,868.74,395.72,2947.56,15.36,70.57,5.8,7.83,Maize,223.4,0.0,1,89.2,0.31,1,1,2023
Tamil Nadu,Maize,25.55,357.34,170.94,3831.57,20.4,54.3,3.48,5.24,Maize,283.03,5.73,1,81.25,19.85,0,0,2023
West Bengal,Wheat,39.13,935.54,228.89,5173.8,33.82,85.89,4.0,6.86,Wheat,229.32,3.82,1,93.14,0.97,1,0,2023
Maharashtra,Soybean,31.66,1167.92,383.93,4912.9,18.65,35.34,5.07,8.21,Soybean,241.15,8.59,0,77.02,7.08,1,0,2023
Uttar Pradesh,Maize,31.28,471.68,389.45,4482.73,28.58,60.69,4.03,14.41,Sugarcane,91.98,5.73,0,62.47,12.5,1,0,2023
Gujarat,Sugarcane,34.55,689.77,230.2,2239.86,17.42,85.11,7.38,10.23,Soybean,154.88,0.0,1,82.27,11.37,1,1,2023
Tamil Nadu,Soybean,35.81,829.23,257.23,4031.69,28.01,84.25,3.79,18.87,Maize,171.26,6.68,0,66.85,14.37,0,0,2023
Punjab,Maize,32.74,1497.0,200.7,1926.96,22.17,39.39,5.28,0.84,Soybean,114.07,1.91,0,98.62,11.58,1,0,2023
Odisha,Maize,22.3,1591.37,428.96,3254.64,30.64,52.0,6.03,10.06,Rice,182.13,5.73,1,81.08,5.03,0,0,2023
Rajasthan,Rice,26.45,377.49,133.72,3420.2,16.8,67.15,6.46,11.68,Sugarcane,122.7,1.91,1,82.14,4.42,0,1,2023
Madhya Pradesh,Sugarcane,38.11,1294.09,429.39,1708.82,22.43,39.56,4.92,18.4,Soybean,221.88,1.91,0,96.29,19.92,1,0,2023
West Bengal,Rice,24.2,795.81,338.75,2781.23,23.17,88.08,7.35,0.98,Rice,167.57,8.59,0,84.98,5.8,0,1,2023
Haryana,Wheat,27.12,822.35,283.51,5902.9,16.99,84.88,5.84,11.47,Wheat,164.7,7.64,0,72.11,6.17,0,1,2023
Rajasthan,Rice,28.3,1285.46,102.53,5893.66,9.05,40.02,5.2,17.07,Soybean,295.91,0.95,0,71.84,9.07,0,0,2023
Telangana,Rice,28.45,1495.59,263.2,3139.98,7.57,37.27,3.34,4.84,Sugarcane,148.11,2.86,0,80.06,3.06,1,0,2023
Maharashtra,Soybean,31.88,1537.19,238.59,1723.88,5.33,35.12,5.32,17.53,Rice,140.57,4.77,1,94.66,11.14,1,0,2023
Tamil Nadu,Maize,38.4,1058.72,149.17,2346.67,30.26,84.57,7.1,0.38,Soybean,129.65,1.91,0,91.79,14.6,1,1,2023
Haryana,Sugarcane,24.52,777.12,328.79,3322.66,11.73,41.62,6.07,14.65,Wheat,273.69,8.59,0,98.51,17.26,0,1,2023
Punjab,Rice,22.17,1328.06,442.96,5866.86,11.0,54.98,7.16,18.66,Soybean,174.18,8.59,0,62.88,15.62,0,0,2023
Odisha,Sugarcane,23.67,641.28,294.61,2173.12,26.26,56.93,5.47,13.14,Rice,200.0,5.73,0,70.73,3.24,1,1,2023
Chhattisgarh,Rice,37.29,1042.02,349.95,5023.02,14.16,65.94,3.59,8.78,Soybean,95.2,5.73,0,63.21,10.02,1,0,2023
Maharashtra,Wheat,32.53,778.98,115.51,2024.21,19.57,34.3,3.07,0.9,Sugarcane,185.24,3.82,0,90.04,0.85,0,0,2023
Uttar Pradesh,Rice,25.42,1160.49,242.19,6020.17,9.57,43.61,4.52,18.4,Maize,118.66,1.91,0,65.63,0.39,1,0,2023
Karnataka,Soybean,35.89,627.71,132.89,3274.11,32.76,85.89,6.49,9.41,Rice,232.66,0.95,0,64.0,9.67,1,0,2023
Madhya Pradesh,Maize,36.79,565.24,312.97,5076.69,29.62,84.5,6.95,0.58,Rice,258.13,2.86,1,82.47,5.55,0,0,2023
Telangana,Wheat,36.5,1495.35,431.11,3095.4,29.97,76.88,4.48,13.8,Rice,228.7,2.86,1,76.46,15.01,0,0,2023
Uttar Pradesh,Rice,37.93,450.31,330.74,4400.91,16.68,31.16,5.48,9.64,Rice,232.56,9.55,0,88.6,15.9,1,1,2023
West Bengal,Sugarcane,24.75,967.63,118.54,2405.84,27.02,49.62,5.11,2.49,Soybean,178.12,6.68,1,79.48,19.66,1,1,2023
Rajasthan,Wheat,34.69,602.69,219.34,2195.2,9.03,67.68,5.05,4.29,Sugarcane,228.03,6.68,1,77.01,16.7,1,1,2023
Andhra Pradesh,Wheat,28.87,369.83,290.43,5822.37,5.1,46.51,4.16,1.29,Wheat,155.67,3.82,1,77.02,1.06,1,0,2023
Andhra Pradesh,Rice,36.41,366.1,236.94,5728.87,5.43,84.58,3.68,11.49,Sugarcane,212.87,4.77,1,94.88,8.16,0,0,2023
Chhattisgarh,Wheat,34.16,544.28,393.08,5590.67,21.91,68.03,3.98,12.44,Rice,114.76,6.68,1,75.81,6.0,1,0,2023
Haryana,Sugarcane,35.11,1429.47,386.2,4390.67,18.09,34.31,3.28,10.11,Soybean,67.44,0.0,1,73.34,8.48,1,1,2023
Punjab,Wheat,32.73,681.57,312.62,5227.97,19.92,84.54,3.99,16.34,Soybean,153.37,3.82,0,73.54,3.52,0,0,2023
Odisha,Sugarcane,23.27,1536.59,226.15,1842.66,5.06,87.47,3.05,17.22,Rice,165.44,2.86,0,67.86,2.15,0,1,2023
Chhattisgarh,Rice,30.54,1064.48,183.31,3059.67,17.14,34.66,6.14,12.31,Soybean,114.1,2.86,1,94.43,11.44,0,0,2023
Gujarat,Maize,39.23,878.87,129.09,2963.1,25.73,61.94,4.58,0.26,Rice,231.93,9.55,0,65.87,15.82,0,1,2023
Bihar,Wheat,38.29,1062.51,219.42,4437.44,17.72,48.2,7.87,13.9,Sugarcane,68.39,0.95,1,96.34,15.41,0,0,2023
Bihar,Maize,20.62,981.37,240.56,3156.61,26.15,53.57,3.97,8.36,Maize,105.69,8.59,0,71.34,9.9,0,0,2023
Odisha,Sugarcane,23.02,1291.23,335.83,2206.59,11.63,40.78,4.73,11.31,Soybean,237.14,0.0,0,95.98,11.47,0,1,2023
Rajasthan,Wheat,22.37,681.6,329.43,4258.02,28.5,64.68,4.79,12.98,Rice,159.28,4.77,0,91.63,11.34,1,1,2023
Andhra Pradesh,Soybean,34.11,771.9,116.12,5255.97,21.96,87.48,3.04,7.0,Rice,226.32,5.73,1,83.28,15.19,1,1,2023
Haryana,Maize,35.93,1464.44,234.06,3276.44,10.98,60.18,7.2,18.34,Soybean,191.87,3.82,0,86.78,1.05,0,0,2023
Tamil Nadu,Wheat,23.98,1531.46,156.62,2132.23,11.73,34.97,3.16,2.68,Wheat,287.68,6.68,0,73.03,15.59,1,1,2023
Bihar,Maize,29.76,1462.48,147.57,2427.23,23.12,67.2,7.7,13.43,Rice,199.45,7.64,1,82.97,12.79,1,1,2023
Karnataka,Wheat,36.38,856.89,390.78,2614.06,28.99,50.41,7.46,0.09,Soybean,53.72,9.55,1,71.7,4.35,0,0,2023
Punjab,Rice,34.25,1318.87,105.89,2899.88,16.94,81.36,5.68,18.49,Rice,138.22,9.55,0,76.09,1.08,0,0,2023
Telangana,Maize,30.48,929.71,242.74,4470.18,12.36,56.08,5.72,2.25,Wheat,85.77,0.95,1,90.59,2.38,0,1,2023
Odisha,Soybean,31.43,956.85,151.7,4278.53,30.07,41.57,6.27,1.9,Maize,281.16,9.55,0,69.76,11.52,0,0,2023
Madhya Pradesh,Soybean,29.81,581.99,409.65,4714.2,24.31,41.47,4.94,6.66,Wheat,76.0,2.86,0,93.55,16.65,0,1,2023
Bihar,Sugarcane,25.65,1076.65,292.75,3186.58,17.88,76.13,6.24,7.47,Sugarcane,146.93,9.55,1,75.04,7.35,1,1,2023
Uttar Pradesh,Wheat,30.93,558.25,174.62,5300.0,19.04,45.94,3.22,4.29,Soybean,106.52,7.64,1,81.29,8.33,1,1,2023
Uttar Pradesh,Maize,33.38,744.4,272.94,2461.12,10.79,76.03,3.27,11.7,Wheat,261.68,3.82,0,97.68,20.51,0,0,2023
Andhra Pradesh,Sugarcane,37.02,1414.44,356.02,3674.47,23.08,42.35,5.29,8.86,Maize,127.14,1.91,1,87.25,4.68,0,1,2023
Odisha,Maize,32.34,585.06,438.23,5194.4,15.28,49.3,5.75,0.68,Rice,297.97,4.77,0,85.82,2.28,1,1,2023
Punjab,Wheat,34.81,411.08,170.65,2351.54,33.81,57.93,7.44,6.39,Soybean,59.65,1.91,1,88.46,7.54,1,0,2023
Andhra Pradesh,Soybean,22.93,408.33,412.14,2029.62,18.81,86.59,3.52,16.21,Wheat,82.07,3.82,1,96.72,16.38,1,1,2023
Uttar Pradesh,Rice,28.89,1524.2,429.59,5573.33,18.98,85.9,7.11,13.79,Maize,106.16,1.91,1,69.94,13.75,0,1,2023
Haryana,Soybean,19.95,968.86,423.11,3096.95,21.31,42.41,4.05,14.5,Wheat,252.78,4.77,1,84.53,9.13,0,1,2023
West Bengal,Sugarcane,24.64,844.05,321.18,4658.28,31.51,51.49,4.97,13.96,Sugarcane,269.63,8.59,1,76.02,21.19,1,0,2023
Maharashtra,Rice,34.12,1357.93,319.15,1642.58,28.14,38.96,4.58,6.22,Soybean,67.86,3.82,0,60.47,16.14,0,1,2023
Chhattisgarh,Sugarcane,39.37,1389.86,236.95,4686.57,17.97,60.6,5.0,1.99,Rice,58.12,7.64,0,65.01,1.36,1,0,2023
Rajasthan,Wheat,21.72,745.2,363.61,2974.09,25.75,57.63,3.75,5.45,Maize,236.14,1.91,0,73.0,16.35,0,0,2023
Punjab,Rice,27.7,1207.83,283.41,1781.77,21.9,84.05,5.52,16.64,Wheat,83.34,4.77,1,82.6,0.53,0,1,2023
Tamil Nadu,Sugarcane,35.58,1307.04,336.42,4319.14,19.17,85.8,7.01,19.61,Soybean,83.25,6.68,0,95.26,14.28,1,1,2023
Andhra Pradesh,Wheat,23.8,1157.95,246.1,2629.26,10.44,53.01,5.21,9.88,Wheat,55.59,5.73,0,91.64,4.62,1,0,2023
Bihar,Soybean,30.74,514.04,356.03,3297.88,18.34,59.5,5.45,0.19,Soybean,62.45,4.77,1,82.13,15.29,0,1,2023
Andhra Pradesh,Wheat,34.25,1441.13,389.75,1895.52,12.0,83.77,7.24,2.8,Sugarcane,115.92,0.95,1,62.95,6.8,1,1,2023
Gujarat,Maize,31.94,1010.04,143.8,2200.43,31.46,78.4,6.53,6.44,Wheat,66.25,5.73,1,71.44,19.17,0,0,2023
Karnataka,Wheat,23.48,681.56,392.82,2891.09,14.6,30.22,5.45,11.57,Sugarcane,142.22,6.68,0,74.67,7.4,1,1,2023
Bihar,Wheat,26.79,864.29,286.67,1937.55,32.55,49.2,4.29,1.5,Maize,258.19,0.0,0,84.87,13.61,1,1,2023
Haryana,Maize,35.26,368.09,397.08,5697.63,20.35,55.31,7.42,18.87,Sugarcane,131.58,7.64,1,62.6,6.28,0,0,2023
Madhya Pradesh,Sugarcane,30.72,483.67,247.14,1554.19,23.22,43.78,5.89,7.3,Soybean,231.96,2.86,0,81.21,20.14,0,1,2023
Andhra Pradesh,Sugarcane,19.87,1299.9,228.18,3742.34,20.64,41.97,4.11,18.25,Maize,73.48,6.68,0,96.06,17.15,0,0,2023
Tamil Nadu,Wheat,34.8,320.02,422.61,2090.91,8.61,32.27,4.35,15.61,Wheat,214.84,8.59,1,88.22,5.34,1,0,2023
Madhya Pradesh,Maize,20.46,853.2,181.79,2935.52,15.78,68.6,7.02,15.11,Wheat,129.19,5.73,0,91.88,20.84,1,1,2023
Karnataka,Maize,34.5,988.81,396.91,5767.39,7.73,45.75,3.22,12.13,Soybean,237.44,8.59,1,87.27,7.84,0,0,2023
Gujarat,Soybean,23.77,389.93,266.26,2266.98,22.97,33.14,7.96,12.54,Rice,84.06,5.73,0,68.26,14.31,1,1,2023
Andhra Pradesh,Sugarcane,38.7,1565.54,277.17,5949.53,17.85,43.86,3.65,12.76,Rice,274.47,0.95,1,64.42,16.31,0,1,2023
Telangana,Rice,27.04,609.44,202.58,2468.94,27.48,78.11,6.98,12.57,Wheat,110.64,0.0,0,93.18,0.5,0,0,2023
Madhya Pradesh,Sugarcane,26.23,709.37,298.55,4922.5,11.26,81.09,4.97,11.07,Soybean,138.28,2.86,0,87.82,21.06,0,0,2023
Telangana,Sugarcane,22.71,709.05,208.65,4030.01,9.63,58.98,5.46,19.73,Rice,287.55,0.95,1,83.0,7.56,0,0,2023
Madhya Pradesh,Soybean,25.8,614.93,104.93,5576.97,16.67,54.96,7.4,14.65,Sugarcane,194.62,6.68,1,67.57,4.17,0,0,2023
West Bengal,Rice,37.09,321.89,189.35,4063.51,31.8,88.67,5.06,15.54,Wheat,141.44,8.59,1,84.13,18.68,1,0,2023
Madhya Pradesh,Soybean,39.46,1253.56,93.0,3974.51,25.51,42.03,5.69,17.45,Sugarcane,287.4,5.73,1,61.25,15.44,1,0,2023
Uttar Pradesh,Rice,27.04,1557.56,445.57,2421.6,17.03,42.92,3.25,4.31,Soybean,132.27,6.68,0,64.75,1.9,0,1,2023
Karnataka,Wheat,28.63,607.1,441.0,2287.75,19.89,47.51,3.01,1.68,Sugarcane,73.72,9.55,1,72.48,2.57,1,1,2023
Tamil Nadu,Rice,34.04,1168.7,234.02,5723.56,7.3,40.37,4.22,9.66,Rice,299.21,4.77,1,77.75,15.71,0,0,2023
Gujarat,Soybean,37.28,1269.63,354.89,3027.84,33.49,52.76,6.4,10.28,Rice,116.96,0.0,1,64.82,1.64,1,1,2023
Karnataka,Sugarcane,31.49,1405.99,216.12,3230.45,24.23,84.65,3.61,16.58,Maize,262.81,7.64,1,64.8,20.14,1,0,2023
Maharashtra,Rice,27.5,860.97,334.12,5006.11,13.15,66.92,3.57,8.88,Wheat,91.39,4.77,1,89.04,16.28,0,0,2023
Odisha,Rice,27.92,707.75,382.85,3078.14,21.89,54.72,5.05,11.42,Soybean,232.84,8.59,0,82.79,7.37,1,1,2023
Odisha,Maize,33.51,736.38,434.11,5886.47,8.03,86.06,6.24,10.54,Wheat,181.11,0.0,1,81.35,7.97,0,1,2023
Haryana,Sugarcane,19.83,1232.16,235.86,4905.84,32.94,32.91,6.56,0.76,Sugarcane,295.23,0.0,1,78.1,11.12,1,0,2023
Uttar Pradesh,Wheat,32.01,1365.48,374.82,4262.43,9.93,42.62,3.89,12.3,Soybean,188.21,6.68,1,99.06,7.93,0,0,2023
Telangana,Soybean,26.79,552.47,187.15,5560.56,23.7,63.95,3.4,16.56,Soybean,56.25,4.77,0,61.99,17.2,0,0,2023
Gujarat,Wheat,35.46,794.8,449.92,1753.67,11.99,66.93,7.7,3.15,Rice,200.97,6.68,0,67.23,21.41,0,1,2023
Telangana,Sugarcane,21.6,1474.48,100.03,2703.72,25.72,32.37,4.3,11.89,Sugarcane,86.33,6.68,0,85.9,12.84,0,0,2023
Odisha,Rice,31.39,1352.57,309.61,3656.13,27.44,54.18,7.27,11.87,Rice,249.64,9.55,1,65.45,9.79,0,0,2023
Haryana,Rice,29.27,1580.62,329.91,2565.95,24.44,68.95,7.32,3.28,Rice,264.14,6.68,1,83.58,4.89,0,1,2023
Maharashtra,Sugarcane,32.46,1285.44,340.27,4933.21,22.72,71.88,6.86,2.47,Maize,170.52,8.59,0,82.71,14.35,1,1,2023
Madhya Pradesh,Rice,21.05,823.29,134.35,5736.01,30.81,68.29,3.84,19.6,Rice,245.81,5.73,0,98.84,15.06,0,1,2023
Chhattisgarh,Rice,31.23,1076.02,431.13,3467.16,7.13,49.23,7.11,7.87,Wheat,86.28,5.73,1,95.34,15.05,1,0,2023
Karnataka,Rice,30.86,1166.1,156.41,3093.3,14.47,35.61,6.85,4.55,Soybean,173.02,8.59,1,97.82,0.59,0,0,2023
Telangana,Soybean,30.85,420.42,316.58,5929.92,12.07,55.63,5.98,3.43,Rice,148.49,2.86,1,64.54,19.74,1,1,2023
Odisha,Soybean,31.69,1016.96,171.46,3563.7,33.59,37.73,4.69,13.35,Wheat,202.83,7.64,0,94.73,7.42,0,0,2023
Bihar,Maize,33.13,1227.93,202.12,3766.1,16.17,86.86,4.31,12.19,Sugarcane,61.12,0.95,1,65.16,16.34,0,0,2023
Tamil Nadu,Wheat,35.67,534.17,288.91,3136.88,26.16,58.51,3.61,12.87,Soybean,238.03,9.55,1,85.32,16.69,1,1,2023
Telangana,Sugarcane,25.1,1319.21,242.02,5691.78,24.76,49.04,5.55,1.76,Sugarcane,69.78,7.64,0,88.8,14.29,0,1,2023
Gujarat,Sugarcane,36.07,1067.23,148.81,4132.03,11.02,75.98,5.93,17.87,Wheat,214.12,8.59,0,66.43,8.67,0,0,2023
Rajasthan,Sugarcane,29.61,1538.84,152.69,5016.88,11.8,59.88,4.8,7.79,Sugarcane,54.61,1.91,0,85.31,13.36,0,1,2023
Haryana,Maize,21.29,374.3,242.36,5244.17,13.03,48.6,5.38,6.27,Sugarcane,257.97,0.95,1,62.1,0.88,0,1,2023
Maharashtra,Soybean,20.92,659.62,365.38,3092.0,16.81,78.72,4.82,9.25,Sugarcane,93.67,2.86,0,71.73,16.73,1,0,2023
